Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Income_imp,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age,Child,MntTotal,Recency_u50,TotalPurchses,Enr_year,Enr_quarter,Enr_month,Log_Income,Interaction_1,Interaction_2,Interaction_3,Interaction_4,Interaction_5,Interaction_6,Tree_1,Tree_2,Tree_3,Response
1960,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,1,0,0,1,0,0,63,1,91,0,6,2013,4,12,10.830183957124165,91,0,8099,0,89,0,0,0,0,0
1965,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,1,0,0,0,1,0,0,58,1,448,0,13,2013,1,1,10.75809435172215,40320,896,39872,180,8010,178,0,0,0,0
1967,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,1,0,0,1,0,0,56,1,25,0,4,2013,3,9,10.520131587109958,125,0,2225,0,445,0,0,0,0,0
1971,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,1,0,1,0,0,52,1,122,0,7,2013,3,8,10.373834872713369,610,122,10858,5,445,89,0,0,0,0
1962,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,1,0,0,1,0,0,61,0,1382,0,25,2013,3,8,11.315961225439322,138200,12438,122998,900,8900,801,0,0,0,0
1975,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,1,0,0,1,0,0,0,48,1,1596,0,23,2013,3,7,11.160527077798756,73416,7980,142044,230,4094,445,0,0,0,0
1976,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,1,0,0,1,0,0,47,0,84,0,6,2013,2,4,9.953419921284338,1512,0,7476,0,1602,0,0,0,0,0
1968,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,1,0,0,0,1,0,0,55,1,231,0,9,2013,2,5,10.46070045585524,9702,231,20559,42,3738,89,0,0,0,0
1967,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,1,0,0,0,1,0,0,56,1,37,0,5,2013,2,4,10.23792199998891,111,0,3293,0,267,0,0,0,0,0
1971,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,1,0,0,1,0,0,52,1,174,0,8,2013,1,3,10.591396035047872,3654,174,15486,21,1869,89,0,0,0,0
1965,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,1,0,1,0,0,58,1,1117,0,26,2013,1,3,11.046834172544408,35744,8936,99413,256,2848,712,0,0,0,0
1969,18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,1,0,0,0,0,1,0,54,0,75,0,6,2013,1,2,9.830325286907144,975,75,6675,13,1157,89,0,0,0,0
1976,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1,0,0,47,1,1956,0,22,2012,4,12,11.357510653131346,164304,13692,174084,588,7476,623,1,0,0,0
1951,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,1,0,0,0,0,1,0,0,72,0,434,0,11,2012,2,5,10.203481027702058,62496,868,38626,288,12816,178,0,0,1,0
1961,82332.0,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,0,1,0,0,0,0,1,0,62,0,2006,0,20,2012,3,9,11.318515132478892,38114,6018,178534,57,1691,267,0,0,0,1
1970,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,1,0,1,0,0,53,1,45,0,5,2014,2,5,10.567540572891696,90,0,4050,0,180,0,0,0,0,0
1968,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,1,0,1,0,0,0,55,1,35,0,5,2014,2,4,10.206218323189427,105,0,3150,0,270,0,0,0,0,0
1954,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,0,0,0,1,0,0,1,0,69,0,1685,0,14,2014,1,3,11.417878250587465,133115,10110,151650,474,7110,540,0,0,0,0
1966,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,1,0,1,0,0,57,1,747,0,20,2014,1,2,11.09458786063939,26145,1494,67230,70,3150,180,0,0,0,0
1958,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,1,0,1,0,0,65,0,1158,0,17,2014,1,1,11.215193056664946,0,12738,104220,0,0,990,0,0,0,0
1976,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,0,0,0,0,1,0,0,1,0,0,47,1,16,0,3,2014,1,3,10.409732701928009,64,0,1440,0,360,0,0,0,0,0
1944,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,1,0,0,0,0,1,79,0,266,0,11,2013,3,7,10.714551093197692,2660,266,23940,10,900,90,0,0,0,0
1958,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,1,0,0,1,0,0,65,1,270,0,9,2013,4,12,10.652896912104206,21600,1080,24300,320,7200,360,0,0,0,0
1950,48699.0,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,1,0,1,0,0,73,1,40,0,4,2013,2,5,10.793413774978955,40,0,3600,0,90,0,0,0,0,0
1954,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,1,0,0,0,1,0,0,69,0,869,0,20,2013,1,2,10.987172311286548,134695,869,78210,155,13950,90,0,0,0,0
1955,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,1,0,0,0,1,0,0,68,1,242,0,9,2013,2,4,10.793968047510466,14278,484,21780,118,5310,180,0,0,0,0
1955,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,0,0,0,1,0,0,1,0,0,0,68,1,55,0,4,2013,2,4,10.52524613700842,1375,55,4950,25,2250,90,0,0,0,0
1970,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,1,0,0,0,1,0,0,53,1,1562,0,12,2013,3,8,11.223294828633659,114026,7810,140580,365,6570,450,0,0,0,0
1964,60896.0,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,1,0,1,0,0,59,1,1701,0,23,2012,4,11,11.016922770095876,260253,17010,153090,1530,13770,900,1,0,0,1
1988,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,1,0,1,0,0,35,0,2126,0,19,2012,3,8,11.12056412623904,365672,21260,191340,1720,15480,900,1,0,0,0
1988,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,1,0,1,0,0,35,0,2126,0,19,2012,3,8,11.12056412623904,365672,21260,191340,1720,15480,900,1,0,0,0
1987,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,1,0,0,0,0,1,0,36,1,369,0,13,2012,3,8,10.756263239342351,2214,369,33210,6,540,90,0,0,1,0
1972,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,1,0,0,0,1,0,0,51,1,348,0,12,2012,3,8,10.5710091854571,14616,348,31320,42,3780,90,0,0,1,0
1971,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,0,0,0,1,0,1,0,0,0,52,0,1229,0,26,2012,3,8,10.801980845379703,146251,8603,110610,833,10710,630,0,0,0,1
1978,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,1,0,1,0,0,45,1,351,0,12,2012,2,4,10.228573785361645,15795,702,31590,90,4050,180,0,0,1,0
1974,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,1,0,0,1,0,49,1,133,0,7,2014,2,4,10.576176891193677,1596,133,12103,12,1092,91,0,0,0,0
1981,56981.0,0,0,91,908,48,217,32,12,24,1,2,3,13,6,0,0,0,1,0,0,1,0,0,0,42,0,1241,0,18,2014,1,1,10.95047315791545,29784,3723,112931,72,2184,273,0,0,0,0
1984,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,1,0,0,0,1,0,0,39,1,121,0,7,2014,2,5,10.05311372649194,605,0,11011,0,455,0,0,0,0,0
1984,90000.0,0,0,91,675,144,133,94,192,241,1,4,8,5,1,0,0,0,1,0,0,0,1,0,0,39,0,1479,0,17,2013,4,12,11.407564949312402,356439,11832,134589,1928,21931,728,1,0,0,0
1953,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,1,0,1,0,0,70,1,428,0,14,2013,4,12,10.927861091268705,14980,856,38948,70,3185,182,0,0,0,0
1989,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,1,0,0,0,0,1,0,34,1,22,0,4,2013,4,12,9.132919225007598,88,22,2002,4,364,91,0,0,0,0
1977,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,1,0,0,1,0,46,1,15,0,3,2013,3,7,10.668885624799978,75,0,1365,0,455,0,0,0,0,0
1959,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,1,0,0,0,1,0,0,64,1,917,0,23,2013,4,11,11.173697434635217,15589,1834,83447,34,1547,182,0,0,0,0
1954,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,1,0,1,0,0,69,1,411,0,14,2013,4,12,10.96377472688257,7809,411,37401,19,1729,91,0,0,0,0
1966,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,1,0,0,1,0,0,57,1,122,0,6,2013,3,9,10.421834817700965,3538,0,11102,0,2639,0,0,0,0,0
1965,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,1,0,0,1,0,0,58,1,183,0,7,2013,1,1,10.755581038365076,11163,183,16653,61,5551,91,0,0,0,0
1965,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,1,0,0,1,0,0,58,1,183,0,7,2013,1,1,10.755581038365076,11163,183,16653,61,5551,91,0,0,0,0
1956,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,1,0,0,0,1,0,0,67,1,525,0,16,2013,3,8,10.827488484280181,17850,1050,47775,68,3094,182,0,0,0,0
1969,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,0,1,0,0,0,1,0,0,54,0,2279,0,22,2013,3,8,11.2470440224773,287154,15953,207389,882,11466,637,1,0,0,0
1956,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,1,0,1,0,0,67,0,1483,0,22,2013,1,3,11.245594888766345,20762,11864,134953,112,1274,728,1,0,0,0
1949,76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,0,1,0,0,1,0,0,74,1,1782,0,24,2013,1,3,11.251495763662513,313632,7128,162162,704,16016,364,1,0,0,0
1978,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,1,0,0,0,1,0,0,45,1,44,0,4,2013,1,2,10.556203287301736,176,0,4004,0,364,0,0,0,0,0
1956,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,1,0,0,1,0,0,0,67,0,18,0,3,2012,2,4,10.012521313560251,36,0,1638,0,182,0,0,0,1,0
1952,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,1,0,0,0,0,1,0,71,0,833,0,18,2014,2,5,11.226935293779315,189091,9163,76636,2497,20884,1012,0,0,0,0
1952,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,1,0,0,0,0,1,0,71,0,833,0,18,2014,2,5,11.226935293779315,189091,9163,76636,2497,20884,1012,0,0,0,0
1953,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,1,0,0,0,1,0,0,70,1,47,0,5,2014,1,2,10.589660469358737,376,0,4324,0,736,0,0,0,0,0
1966,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,1,0,0,1,0,57,1,416,0,25,2013,3,7,8.874028122556336,121056,416,38272,291,26772,92,0,0,0,0
1977,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,1,0,0,0,1,0,0,46,1,50,0,5,2013,2,6,10.59089328246696,700,0,4600,0,1288,0,0,0,0,0
1972,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,1,0,1,0,0,0,51,1,192,0,9,2013,3,9,10.660031978225865,1920,0,17664,0,920,0,0,0,0,0
1958,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,1,0,1,0,0,65,1,449,0,15,2013,1,3,10.849686540148948,1796,898,41308,8,368,184,0,0,0,0
1972,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,1,0,0,0,1,0,0,51,1,860,0,15,2013,4,12,11.221449538279193,61060,2580,79120,213,6532,276,0,0,0,0
1975,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,1,0,0,0,0,1,0,48,1,270,0,11,2013,3,9,10.432791397547891,2700,270,24840,10,920,92,0,0,0,0
1954,45736.0,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,1,0,0,1,0,0,69,1,437,0,14,2013,3,7,10.730641012943806,18791,437,40204,43,3956,92,0,0,0,0
1971,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,1,0,0,0,0,1,0,52,0,95,0,5,2013,3,7,10.361924545410398,3040,95,8740,32,2944,92,0,0,0,0
1974,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,1,0,0,0,1,0,0,49,1,735,0,19,2013,2,6,11.003648641194088,66150,1470,67620,180,8280,184,0,0,0,0
1969,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,1,0,0,0,0,1,0,54,1,51,0,4,2013,2,6,10.335983999695323,612,0,4692,0,1104,0,0,0,0,0
1968,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,1,0,0,0,1,0,0,55,1,55,0,4,2013,2,5,10.638927645286325,715,0,5060,0,1196,0,0,0,0,0
1958,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,1,0,0,1,0,0,65,0,1633,0,23,2013,2,5,11.298977008895504,150236,17963,150236,1012,8464,1012,0,0,0,0
1991,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,1,0,0,0,0,1,0,32,0,692,0,17,2013,1,2,10.815107392760385,103108,2768,63664,596,13708,368,0,0,0,0
1981,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,1,0,0,0,0,1,0,0,42,0,839,0,21,2013,1,1,10.447119128027296,25170,1678,77188,60,2760,184,0,0,0,0
1951,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,1,0,0,0,0,0,1,72,1,993,0,13,2013,2,6,11.113134229957868,106251,4965,91356,535,9844,460,0,0,0,0
1965,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,1,0,0,0,1,0,0,58,1,1658,0,23,2012,4,11,11.20555755840168,177406,6632,152536,428,9844,368,1,0,0,0
1966,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0,1,0,0,0,1,0,0,57,0,1597,0,25,2012,4,10,11.294744579235763,41522,12776,146924,208,2392,736,1,0,0,0
1956,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,1,0,0,1,0,0,67,1,1152,0,24,2012,3,8,10.877537628766428,229248,6912,105984,1194,18308,552,0,0,1,0
1954,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,1,0,0,1,0,0,0,1,0,0,69,1,54,0,5,2012,1,3,10.571265641745532,270,0,4968,0,460,0,0,0,1,0
1954,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,1,0,0,1,0,0,0,1,0,0,69,1,54,0,5,2012,1,3,10.571265641745532,270,0,4968,0,460,0,0,0,1,0
1958,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,1,0,0,1,0,0,65,0,210,0,9,2012,3,9,10.184522582266116,5250,210,19320,25,2300,92,0,0,1,0
1958,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,1,0,0,1,0,0,65,0,210,0,9,2012,3,9,10.184522582266116,5250,210,19320,25,2300,92,0,0,1,0
1988,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,1,0,0,1,0,0,35,1,103,0,6,2012,2,4,10.057538227363054,4635,0,9476,0,4140,0,0,0,1,0
1961,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,1,0,0,0,1,0,0,62,1,289,0,11,2012,3,8,11.01112565241155,10115,289,26588,35,3220,92,0,0,1,0
1961,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,1,0,0,0,1,0,0,62,1,289,0,11,2012,3,8,11.01112565241155,10115,289,26588,35,3220,92,0,0,1,0
1971,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,1,0,1,0,0,52,1,890,0,22,2012,3,8,10.805050359005671,51620,2670,81880,174,5336,276,0,0,1,0
1950,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,1,0,0,0,1,0,0,73,1,64,0,4,2012,2,6,10.211082540319786,1536,64,5888,24,2208,92,0,0,1,0
1988,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,1,0,0,1,0,0,35,1,114,0,6,2014,4,11,10.71894085748004,2052,114,10602,18,1674,93,0,0,0,0
1978,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,1,0,0,1,0,0,0,1,0,0,45,0,906,0,23,2014,2,4,11.112791123046865,15402,6342,84258,119,1581,651,0,0,0,0
1978,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,1,0,0,45,0,1149,0,18,2014,4,10,11.25910361000655,124092,5745,106857,540,10044,465,0,0,0,0
1983,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,1,0,0,0,1,0,0,40,0,1003,0,24,2014,1,1,11.24674392396445,175525,10030,93279,1750,16275,930,0,0,0,0
1960,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,1,0,0,1,0,0,63,1,225,0,10,2013,4,11,10.765385454579738,900,450,20925,8,372,186,0,0,0,0
1964,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,0,1,0,0,0,1,0,0,59,1,347,0,13,2013,4,10,10.797941589801109,2082,694,32271,12,558,186,0,0,0,0
1947,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,1,0,1,0,0,76,1,414,0,13,2013,3,9,11.11946797598634,28566,828,38502,138,6417,186,0,0,0,0
1964,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,0,0,0,1,0,0,1,0,0,59,1,546,0,17,2013,4,10,11.06819964290876,5460,1638,50778,30,930,279,0,0,0,0
1988,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,1,0,0,0,1,0,0,35,1,91,0,6,2013,2,5,10.568029476085739,2002,0,8463,0,2046,0,0,0,0,0
1962,72217.0,0,0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,1,0,0,0,1,0,61,0,1573,0,21,2013,4,10,11.187430754228966,242242,15730,146289,1540,14322,930,0,0,0,0
1987,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,1,0,0,0,0,0,1,0,36,1,80,0,5,2013,1,1,9.618335609937972,2080,80,7440,26,2418,93,0,0,0,0
1976,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,1,0,0,0,1,0,0,47,1,36,0,5,2013,1,1,9.519588222342524,216,0,3348,0,558,0,0,0,0,0
1978,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,1,0,0,0,1,0,0,45,1,41,0,5,2013,4,12,10.658529136633662,0,0,3813,0,0,0,0,0,0,0
1986,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,0,1,0,0,0,1,0,0,37,1,1443,0,20,2013,4,10,11.18375450901049,134199,5772,134199,372,8649,372,1,0,0,0
1986,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,0,1,0,0,0,1,0,0,37,1,1443,0,20,2013,4,10,11.18375450901049,134199,5772,134199,372,8649,372,1,0,0,0
1971,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,1,0,0,1,0,0,52,0,1319,0,17,2012,4,12,11.264989608596519,22423,5276,122667,68,1581,372,1,0,0,0
1964,63972.0,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,0,0,0,1,0,0,0,1,0,59,1,1269,0,19,2012,1,2,11.066200766610761,15228,5076,118017,48,1116,372,0,0,0,0
1957,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,0,0,0,1,0,0,0,1,0,0,66,1,879,0,22,2012,1,1,10.875250833534107,41313,6153,81747,329,4371,651,0,0,1,0
1972,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,1,0,1,0,0,51,1,530,0,15,2012,4,10,11.035050941343924,48760,1060,49290,184,8556,186,0,0,1,0
1960,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,1,0,0,1,0,0,63,0,747,0,18,2012,4,10,11.328413511006964,13446,6723,69471,162,1674,837,0,0,1,0
1967,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,0,0,1,0,0,0,1,0,0,56,1,1815,0,15,2012,3,8,11.262796048571031,241395,9075,168795,665,12369,465,1,0,0,1
1977,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,1,0,0,0,1,0,0,46,1,78,0,5,2014,2,4,10.756433716893001,1248,78,7332,16,1504,94,0,0,0,0
1977,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,1,0,0,0,0,1,0,46,0,1423,0,17,2014,3,9,11.35125323574412,342943,5692,133762,964,22654,376,0,0,0,0
1987,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,1,0,0,1,0,0,36,0,397,0,14,2014,1,3,11.203611092391334,4367,1588,37318,44,1034,376,0,0,0,0
1952,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,1,0,0,0,0,1,0,71,1,160,0,8,2014,1,2,11.039829058014245,1600,0,15040,0,940,0,0,0,0,0
1981,58293.0,1,0,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,1,0,1,0,0,42,1,422,0,14,2014,1,1,10.973237296519136,6330,1266,39668,45,1410,282,0,0,0,0
1974,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,1,0,0,0,1,0,0,49,1,67,0,5,2014,2,4,10.77664111193259,268,0,6298,0,376,0,0,0,0,0
1979,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,1,0,0,0,0,1,0,0,44,1,29,0,4,2013,4,10,10.110257789732392,261,0,2726,0,846,0,0,0,0,0
1979,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,1,0,0,0,0,1,0,0,44,1,29,0,4,2013,4,10,10.110257789732392,261,0,2726,0,846,0,0,0,0,0
1965,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,1,0,0,0,1,0,58,0,1478,0,19,2013,4,10,11.154563384330707,243870,10346,138932,1155,15510,658,0,0,0,0
1959,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,1,0,0,0,1,0,0,64,0,55,0,5,2013,3,8,10.094975304446326,1210,55,5170,22,2068,94,0,0,0,0
1985,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,1,0,0,0,0,1,0,38,1,24,0,4,2013,1,2,10.013551987398436,120,0,2256,0,470,0,0,0,0,0
1961,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,1,0,0,1,0,0,62,1,126,0,7,2013,3,7,11.033646956702368,756,126,11844,6,564,94,0,0,0,0
1965,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,1,0,0,0,1,0,58,1,35,0,4,2013,2,6,10.485451744135313,105,0,3290,0,282,0,0,0,0,0
1965,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,1,0,0,0,1,0,58,1,35,0,4,2013,2,6,10.485451744135313,105,0,3290,0,282,0,0,0,0,0
1990,91172.0,0,0,94,162,28,818,0,28,56,0,4,3,7,3,0,0,0,0,1,0,0,0,1,0,33,0,1092,0,14,2013,1,3,11.420503111379029,61152,3276,102648,168,5264,282,0,0,0,1
1967,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,1,0,0,0,1,0,0,56,1,39,0,4,2013,1,2,10.475624621025222,39,0,3666,0,94,0,0,0,0,0
1970,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,1,0,0,0,1,0,0,53,1,84,0,6,2013,3,8,9.886137914201015,2688,84,7896,32,3008,94,0,0,0,0
1987,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,1,0,0,0,1,0,0,36,0,15,0,3,2013,3,9,8.922658299524402,75,0,1410,0,470,0,0,0,0,0
1979,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,0,0,1,0,0,44,0,1305,0,18,2012,1,1,11.179213415525163,93960,6525,122670,360,6768,470,1,0,0,0
1977,75330.0,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,1,0,0,0,1,0,0,46,1,1109,0,25,2012,2,4,11.22963374081974,67649,3327,104246,183,5734,282,0,0,1,0
1976,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,1,0,0,1,0,0,47,1,162,0,7,2012,3,9,10.449554829640324,6642,324,15228,82,3854,188,0,0,1,0
1992,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,1,0,0,0,0,1,0,31,0,680,0,17,2012,4,10,10.795260156596557,98600,2720,63920,580,13630,376,0,0,1,0
1977,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,1,1,0,0,0,46,1,103,0,6,2012,2,6,10.448337720413921,824,0,9682,0,752,0,0,0,1,0
1973,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,1,0,0,1,0,0,50,1,211,0,9,2012,3,8,10.4825697768081,6752,211,19834,32,3008,94,0,0,1,0
1973,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,1,0,0,1,0,0,50,1,211,0,9,2012,3,8,10.4825697768081,6752,211,19834,32,3008,94,0,0,1,0
1952,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,1,0,0,0,0,1,0,71,1,694,0,18,2012,3,8,10.891168280496956,57602,3470,65236,415,7802,470,0,0,1,0
1987,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,0,0,1,0,0,0,1,0,36,0,1651,0,12,2014,1,1,11.204414638934717,288925,6604,156845,700,16625,380,0,0,0,0
